Code insee;Bénéficiaires;Communes;Projets;Détails;Coût ;"Subvention DSIL ""classique""";Subvention DSIL exceptionnelle;latitude;longitude
87122;Communes;Razes;Préservation du patrimoine;Réhabilitation des contreforts de l’église;39 413,84 €;11 824,15 €;30,00%;46.0369;1.344539
28177;Communes;Gellainville;Transition écologique;Remplacement des menuiseries et des volets de la mairie;39 474,00 €;15 800,00 €;40,03%;48.417876;1.531564
82182;Communes;Touffailles;Préservation du patrimoine;Agrandissement de l'atelier municipal;39 493,00 €;13 348,00 €;33,80%;44.279764;1.041422
97116;Communes;Morne à l’Eau;Résilience Sanitaire;appel à projet covid -protocole rentrée 2020;39 502,38 €;31 601,90 €;80,00%;16.321934;-61.464908
77186;Communes;FONTAINEBLEAU;Transition écologique;"
Déploiement de bornes de recharge électrique au sein de la commune, à destination des particuliers et des professionnels.

";39 605,00 €;22 859,00 €;57,72%;48.406951;2.705307
13330;Communes;Pélissanne;Hors thématiques DSIL relance;Mise en accessibilité de la salle Edouard Peller;39 714,00 €;31 771,20 €;80,00%;43.6288382;5.157052
57083;Communes;BINING;Transition écologique;Isolation thermique ext, ancienne Mairie devenue des logements communaux;39 728,65 €;15 891,00 €;40,00%;49.036501;7.256349
39361;Communes;Montmirey-le-Château;Hors thématiques DSIL relance;Création d'une zone protégée pour les piétons rue de Champagney;39 755,60 €;19 877,80 €;50,00%;47.2239884775;5.535958
57302;Communes;Hattigny;Transition écologique;Travaux d’isolation sur bâtiment communal;39 764,10 €;15 906,00 €;40,00%;48.627722;6.967703
29132;Communes;LOCQUENOLE;Résilience Sanitaire;rénovation sanitaire et de l’isolation de l’école en lien avec la transition écologique;39 800,00 €;30 000,00 €;75,38%;48.624142;-3.863256
57624;Communes;SAINTE RUFFINE;Transition écologique;équipement LED des rues de la commune;39 898,96 €;15 960,00 €;40,00%;49.107732;6.092979
74162;Communes;Marcellaz;Transition écologique;Installation de panneaux photovoltaïques sur le toit du bâtiment plurifonctionnel pour auto consommation (école et services techniques et mairie);39 903,00 €;19 951,00 €;50,00%;46.151259;6.356149
1029;Communes;Beaupont;Transition écologique;Remplacement de la chaudière fuel de l’école publique par une chaudière à granulés de bois;39 945,00 €;11 984,00 €;30,00%;46.423452;5.263829
31004;Communes;Ayguesvives;Transition écologique;aménagement d’un tiers lieu dans un bâtiment communal;39 998,00 €;11 999,00 €;30,00%;43.432342;1.593888
13077;Communes;Port-de-Bouc;Hors thématiques DSIL relance;Aménagement de la cour d'école les Arcades;40 000,00 €;32 000,00 €;80,00%;43.4140732;4.989131
200066041;EPCI;CC SUNDGAU;Transition écologique;Installation de panneaux photovoltaïques – Ferrette;40 000,00 €;16 000,00 €;40,00%;47.62464448857387;7.226434419145081
34268;Communes;Saint-Jean -de Blaquières;Transition écologique;mise a niveau des réseaux d’eau et d’assainissement;40 000,00 €;8 000,00 €;20,00%;43.713556;3.429003
62548;Communes;MARCK;Hors thématiques DSIL relance;réfection de l’éclairage public rue du canal;40 000,00 €;24 000,00 €;60,00%;50.94992;1.944342
59599;Communes;TOURCOING;Transition écologique;Remplacement des éclairages de la salle d'exposition du MUBA;40 000,00 €;13 085,00 €;32,71%;50.720774;3.157819
22284;Communes;Saint-Connan;Résilience Sanitaire;Travaux de réhabilitation des filtres à sables des stations de traitement des eaux usées du bourg et de l’étang neuf;40 000,00 €;20 000,00 €;50,00%;48.416407;-3.077282
19275;Communes;Ussel;Résilience sanitaire;Travaux de réseaux d’assainissement rue des Pienjoles;40 000,00 €;20 000,00 €;50,00%;45.553373;2.302932
2B033;Communes;BASTIA;Préservation du patrimoine;Travaux de sécurisation d’ouvrage d’art -  Pont du Chemin d’Agliani;40 000,00 €;32 000,00 €;80,00%;42.687608;9.435179
29270;Communes;SAINT-URBAIN;Transition écologique;Travaux énergétiques à la mairie;40 000,00 €;15 000,00 €;37,50%;48.399524;-4.223054
17240;Communes;Montendre;Transition écologique;Réfection de l’installation de ventilation de l’école maternelle;40 059,00 €;22 032,00 €;55,00%;45.296749;-0.391549
80706;Communes;Saint léger les Domart;Transition écologique;rénovation énergétique de 2 logements communaux;40 123,10 €;32 098,48 €;80,00%;50.048273;2.131437
1057;Communes;Boz;Hors thématiques DSIL relance;Création d’un cheminement pour sécurisation piétonne  route de l’Etang;40 219,00 €;12 066,00 €;30,00%;46.406248;4.912754
243301405;EPCI;Communauté de Communes du Val de l'Eyre;Transition écologique;Mise en place d'une flotte de vélos électriques à la location gérée par l'office de tourisme intercommunal;40 261,20 €;12 078,36 €;30,00%;44.50151201304351;-0.7858013399158182
1,55707E+13;EPCI;CC PAYS DE SALERS;Transition écologique;Acquisition de bornes de recharge pour vélos électriques;40 458,00 €;12 137,00 €;30,00%;45.13881350494895;2.4935998813413693
42249;Communes;SAINT JUST LA PENDUE;Transition écologique;Rénovation thermique de la cure;40 500,00 €;8 100,00 €;20,00%;45.894846;4.242775
10051;Communes;Bouilly;Résilience Sanitaire;Réhabilitation d’un local communal en cabinet médical;40 588,00 €;12 177,00 €;30,00%;48.193995;3.99368
28052;Communes;Bouglainval;Transition écologique;Travaux à l’école de Bouglainval (changement de chaudière et d’éclairage);40 619,00 €;12 200,00 €;30,04%;48.566105;1.508427
53036;Communes;BOUERE;Préservation du patrimoine;Restauration des vitraux de l’église;40 679,37 €;7 699,50 €;18,93%;47.863565;-0.4789
81;Autres;SDIS du Tarn;Transition écologique;rénovation de l’aération de l‘atelier mécanique départemental d’Albi;40 696,00 €;20 348,00 €;50,00%;43.92462975257854;2.1728400637403156
67551;Communes;WOLFISHEIM;Transition écologique;Modernisation chauffage église catholique;40 994,00 €;20 497,00 €;50,00%;48.580194;7.666394
73130;Communes;Grignon;Hors thématiques DSIL relance;travaux dans les écoles maternelle et primaire;41 160,35 €;10 000,00 €;24,30%;45.647182;6.368536
28331;Communes;Saintigny;Transition écologique;Remplacement de la chaudière de l’école de Frétigny;41 214,00 €;12 300,00 €;29,84%;48.346723;1.003628
28134;Communes;Dreux;Transition écologique;Achat de deux véhicules électriques;41 350,00 €;12 500,00 €;30,23%;48.7457492;1.365542
59650;Communes;WATTRELOS;Transition écologique;Modernisation de l’éclairage du terrain d’honneur du stade du Beck;41 400,00 €;16 560,00 €;40,00%;50.712048;3.218604
69243;Communes;TARARE;Transition écologique;Toiture maternelle et primaire Plaine;41 666,67 €;8 334,00 €;20,00%;45.9007;4.429772
53223;Communes;SAINT-GERMAIN-DE-COULAMER;Transition écologique;Rénovation énergétique des bâtiments communaux;41 706,05 €;10 000,00 €;23,98%;48.26429;-0.172221
28134;Communes;Dreux;Transition écologique;Isolation des sols de la crèche « les Pitchouns »;41 713,00 €;18 624,00 €;44,65%;48.745749;1.36554
57738;Communes;WALDHOUSE;Transition écologique;Isolation thermique toitures Mairie et chapelle;41 753,62 €;20 877,00 €;50,00%;49.146142;7.463643
45229;Communes;Nogent-sur-Vernisson;Transition écologique;installation de cuves de récupération d'eaux de pluie sur 2 sites communaux;41 830,00 €;20 915,00 €;50,00%;47.833056;2.729434
33447;Communes;SAINT-MEDARD-DE-GUIZIERES;Préservation du patrimoine;Beffroi et campanaire de l’église Sainte Radegonde;41 898,25 €;12 569,48 €;30,00%;45.010188;-0.061574
200043990;EPCI;VALLONS DE HAUTE BRETAGNE COMMUNAUTE;Transition écologique;Amélioration de la performance énergétique de l'éclairage public des bâtiments communautaires Réso et Chorus;41 926,00 €;18 866,70 €;45,00%;47.96871709624185;-1.8127891131976985
68297;Communes;SAINT-LOUIS;Transition écologique;Installation de panneaux photovoltaïques à l’EHPAD;42 000,00 €;16 800,00 €;40,00%;47.59902222;7.551588
93066;Communes;SAINT-DENIS;Résilience sanitaire;Renouvellement du mobilier de deux cabinets dentaires pour le centre municipal de santé du Cygne;42 000,00 €;21 000,00 €;50,00%;48.926102;2.362454
97112;Communes;grand bourg de Marie Galante;Hors thématiques DSIL relance;création des vestiaires pour le service technique;42 225,00 €;33 780,00 €;80,00%;15.89;-61.221855
57605;Communes;SAILLY ACHATEL;Transition écologique;Réfection toiture et rénovation thermique Mairie ;42 279,81 €;16 912,00 €;40,00%;48.941567;6.300653
73157;Communes;Modane;Préservation du patrimoine;reprise des fondations de la chapelle du Charmaix à Valfréjus;42 300,00 €;10 000,00 €;23,64%;45.194019;6.664194
42320;Communes;Valfleury;Transition écologique;Réfection de la toiture du local technique;42 458,52 €;10 614,63 €;25,00%;45.539602;4.503073
33551;Communes;Villeneuve;Préservation du patrimoine;Rénovation de la toiture de l’église;42 495,58 €;19 123,01 €;45,00%;45.084071;-0.626937
6012;Communes;Beausoleil;Transition écologique;Installation de panneaux photovoltaïques école du Tenao;42 500,00 €;34 000,00 €;80,00%;43.744201;7.422466
8309;Communes;MONT SAINT REMY;Préservation du patrimoine;Réfection toiture de l’église;42 529,00 €;21 264,00 €;50,00%;49.388742;4.482717
97117;Communes;Le Moule;Résilience Sanitaire;appel à projet covid -protocole rentrée 2020;42 547,78 €;34 038,22 €;80,00%;16.334741;-61.359226
67194;Communes;HERRLISHEIM;Transition écologique;Extension du domaine cyclable;42 564,00 €;17 000,00 €;39,94%;48.73553777;7.908324
74209;Communes;peillonex;Préservation du patrimoine;Mise en lumière de l’église;42 916,00 €;21 458,00 €;50,00%;46.130784;6.385063
67147;Communes;FROESCHWILLER;Préservation du patrimoine;Mise aux normes et sécurisation des puits communaux;42 928,00 €;17 171,00 €;40,00%;48.941284;7.72301
200090751;EPCI;CA GRAND CALAIS  TERRES ET MERS;Transition écologique;"Éclairage public zac du virval
Phase 2.";42 955,16 €;6 228,49 €;14,50%;50.9476024183361;1.8499906673787003
35055;Communes;CHANTEPIE;Transition écologique;Rénovation thermique et mise aux normes d’une classe à la maternelle du groupe scolaire des Landes;43 148,88 €;21 574,00 €;50,00%;48.083291;-1.609773
80218;Communes;Puygouzon;Transition écologique;changement de la chaufferie et des menuiseries extérieures du dojo;43 276,00 €;8 470,00 €;19,57%;43.886588;2.169958
82185;Communes;Valeilles;Préservation du patrimoine;Aménagement des abords de l’église d’Ayrens;43 304,00 €;21 652,00 €;50,00%;44.365068;0.914126
39434;Communes;Poligny;Transition écologique;Mission d'assistance à maîtrise d'ouvrage pour la réalisation d'une chaufferie bois;43 540,00 €;21 770,00 €;50,00%;46.84036973;5.702182
62534;Communes;LUMBRES;Préservation du patrimoine;rénovation thermique de l’école Suzanne Lacore;43 630,21 €;8 726,04 €;20,00%;50.70619777;2.118268
68154;Communes;ILLZACH;Transition écologique;Optimisation du chauffage-ventilation-climatisation de plusieurs bâtiments communaux;43 751,00 €;17 500,00 €;40,00%;47.7765544;7.361973
40274;Communes;Saint Martin d’Oney;Préservation du patrimoine;Réfection du système de cloches de l’église;43 815,00 €;17 526,00 €;40,00%;43.927484;-0.653547
32213;Communes;Lombez;Préservation du patrimoine;sécurisation du mur d’enceinte du cimetière;43 900,00 €;17 560,00 €;40,00%;43.472804;0.905878
33449;Communes;SAINT MEDARD EN JALLES;Transition écologique;Etanchéité et isolation de l’école maternelle Corbiac;43 915,50 €;35 132,40 €;80,00%;44.8916273333;-0.761713
62060;Communes;AUXI-LE-CHATEAU;Transition écologique;Remplacement du matériel de de la deuxième chaufferie du groupe scolaire;44 000,00 €;11 000,00 €;25,00%;50.232952;2.111019
39016;Communes;Arinthod;Hors thématiques DSIL relance;Mise aux normes défense extérieure contre l'incendie;44 107,00 €;17 642,80 €;40,00%;46.393713;5.573965
51419;Communes;OUTINES;Préservation du patrimoine;Réhabilitation de 4 installations d’assainissement autonome (installation de 3 microstations pour habitations individuelles et bâtiments communaux);44 137,40 €;17 655,00 €;40,00%;48.555312;4.658077
93015;Communes;COUBRON;Transition écologique;Acquisition d'un véhicule polyvalent pour l’entretien quotidien des complexes sportifs Thierry Roland et Jean Corlin;44 261,00 €;13 278,00 €;30,00%;48.913498;2.578044
11063;Communes;Campagne sur Aude;Transition écologique;réhabilitation du hameau de Campagne les Bains;44 303,00 €;17 721,00 €;40,00%;42.913511;2.205274
57612;Communes;Saint Hubert;Transition écologique;Rénovation de l’éclairage public;44 350,00 €;17 740,00 €;40,00%;49.221851;6.336138
59467;Communes;Pont sur Sambre;Transition écologique;Isolation de la toiture de l’hôtel de ville;44 455,00 €;17 782,00 €;40,00%;50.229155;3.841311
28382;Communes;Terminiers;Hors thématiques DSIL relance;Mise aux normes de la salle Pierre Terrier;44 479,00 €;20 000,00 €;44,97%;48.084891;1.738407
26367;Communes;VENTEROL;Transition écologique;Dépose de la chaudière fuel des bâtiments communaux et remplacement par une cascade de chaudière biomasse individuelle granulée;44 516,00 €;17 806,00 €;40,00%;44.38933;5.09887
38347;Communes;Roybon;Transition écologique;Création d’un cabinet médical;44 603,50 €;22 301,00 €;50,00%;45.250329;5.244682
22210;Communes;Ploubazlanec;Préservation du patrimoine;Travaux de réhabilitation de la chapelle de Perros-Hamon;44 675,00 €;17 869,00 €;40,00%;48.803965;-3.041906
39145;Communes;Chille;Hors thématiques DSIL relance;Création d'un espace partagé et intergénérationnel;44 677,65 €;10 206,42 €;22,84%;46.692544;5.572152
52534;Communes;VILLIERS EN LIEU;Transition écologique;Remplacement des menuiseries extérieures de la salle des fêtes;44 708,00 €;22 354,00 €;50,00%;48.662644;4.899497
243500667;EPCI;CC VAL D’ILLE AUBIGNE;Transition écologique;Acquisition de 30 vélos à assistance électrique pour le service public de la communauté de communes;44 975,00 €;14 500,00 €;32,24%;48.24600843497278;-1.7176812140997786
243500782;EPCI;SAINT MALO AGGLOMERATION ;Résilience Sanitaire;Création d’une zone de rejet végétalisée en sortie d’épuration de Plerguer ;45 000,00 €;22 500,00 €;50,00%;48.67470176576606;-1.8650625910534173
249500513;EPCI;CC VEXIN VAL DE SEINE;Transition écologique;Economies d’énergie : remplacement des candélabres en sodium par une solution LED en zone d’activité économique de la communauté de communes ( 60 lampes);45 000,00 €;33 750,00 €;75,00%;49.14639128514666;1.7826740970678379
13077;Communes;Port-de-Bouc;Transition écologique;Mise en place de l'éclairage basse consommation écoles Romain Rolland et Lucia Tichadou;45 000,00 €;36 000,00 €;80,00%;43.4140756;4.989131
200072452;EPCI;FOUGERES AGGLOMERATION;Résilience Sanitaire;Réhabilitation de la station d’épuration par lagunage de Billé;45 000,00 €;18 000,00 €;40,00%;48.33598090553952;-1.1718889954365546
33226;Communes;Langoiran;Transition écologique;rénovation énergétique des logements communaux;45 000,00 €;22 500,00 €;50,00%;44.7079312334;-0.37282
97109;Communes;Gpurbeyre;Hors thématiques DSIL relance;appel à projet covid -protocole rentrée 2020;45 481,80 €;36 385,44 €;80,00%;16.004536;-61.679931
52121;Communes;CHAUMONT;Transition écologique;Installation toilettes écologiques au parc Agathe Roullot;45 670,00 €;22 835,00 €;50,00%;48.0994676878;5.129315
