Code insee;Bénéficiaires;Communes;Projets;Détails;Coût ;"Subvention DSIL ""classique""";Subvention DSIL exceptionnelle;latitude;longitude
38229;Communes;Meylan;Transition écologique;Verdissement de la flotte de véhicules et mise en place d’un box sécurisé pour le stationnement des vélos;770 000,00 €;192 500,00 €;25,00%;45.214974;5.780538
245901160;EPCI;Communauté d'agglomération Valenciennes Métropole;Résilience Sanitaire; Réhabilitation du centre bourg de Prouvy – Réhabilitation de l’ancienne école des filles  en maison médicale;770 380,00 €;199 964,00 €;70,96%;50.36239585615498;3.5256348897041767
23112;Communes;LOURDOUEIX ST PIERRE;Transition écologique;Réhabilitation et rénovation thermique d'un bâtiment communal en maison intergénérationnelle et magasin associatif;770 588,51 €;99 471,51 €;25,19%;46.405868;1.833152
72328;Communes;SARGE-LES-LE-MANS;Transition écologique;Restructuration et rénovation énergétique de l’école élémentaire Maurice Genevoix;773 340,00 €;300 000,00 €;38,79%;48.040683;0.249571
200071629;EPCI;CC CHALLANS-GOIS COMMUNAUTE;Transition écologique;acquisition d’un camion benne à ordures à hydrogène;775 000,00 €;232 500,00 €;30,00%;46.844798518327075;-1.8793382168289539
242200715;EPCI;Communauté de communes de Kreiz-Breizh;Transition écologique;Modernisation du service public communautaire de prévention et de gestion des déchets ménagers ou assimilés ;775 000,00 €;620 000,00 €;80,00%;48.23654947986968;-3.321623727167875
2E+13;EPCI;CC Guillestrois-Queyras;Hors thématiques DSIL relance;MSP Guillestre – 2ème tranche;775 890,00 €;232 767,00 €;30,00%;44.66111205316058;6.6493801985860665
30184;Communes;Moussac;Préservation du patrimoine; Rénovation de l’école et de ses abords;777 580,00 €;311 032,00 €;40,00%;43.979205;4.225779
248719312;EPCI;Communauté Urbaine de Limoges;Résilience sanitaire;Réhabilitation d’un collecteur d’assainissement unitaire – rue Saint Martial, Place Fournier Carrefour Tourny – commune de Limoges;779 685,00 €;200 000,00 €;25,65%;45.833921921741585;1.2523178889021644
246200380;EPCI;COMMUNAUTE DE COMMUNES DE LA TERRE DES DEUX CAPS;Transition écologique;Viabilisation de la 3ème tranche du Parc d’Activités des 2 caps;784 090,00 €;101 931,70 €;13,00%;50.822973858513585;1.704495525700577
2,45E+13;EPCI;Communauté de communes Coteaux et Landes de Gascogne;Transition écologique;Réalisation d’une voie verte sur l’ancienne voie ferrée entre Marmande et Casteljaloux;784 242,78 €;274 485,00 €;35,00%;44.37833133602105;0.10661709834454745
45155;Communes;Gien;Hors thématiques DSIL relance;réhabilitation de l'ancien Hôtel de Ville de Gien;787 000,00 €;393 500,00 €;50,00%;47.691089;2.655309
48;Autres;Conseil Départemental 48;Transition écologique;construction du nouveau centre d’exploitation à Sainte-Croix-Vallée-Française;787 375,00 €;393 687,00 €;50,00%;44.5174430600660;3.4984183383981726
66136;Communes;Perpignan;Résilience Sanitaire;restructuration du site de restauration ET création de 2 salles de classes;787 517,00 €;393 759,00 €;50,00%;42.702998;2.902863
2722;Communes;SOISSONS;Préservation du patrimoine;Aménagement du cheminement piétonnier le long du transept sud de la cathédrale;792 000,00 €;158 500,00 €;50,00%;49.3774012;3.326995
7,77778E+11;EPCI;Syndicat Intercommunal à Vocation Unique des eaux de la région de Lauzerte et de Montaigu;Résilience Sanitaire;renouvellement du réseau d’AEP;793 312,00 €;222 055,00 €;27,99%;44.25691802088586;1.1376844173117293
71176;Communes;Digoin;Hors thématiques DSIL relance;Requalification des abords de l’avenue des platanes;795 000,00 €;309 159,00 €;38,89%;46.487676;3.998946
55551;Communes;VIGNEULLES LES HATTONCHATEL;Transition écologique;Travaux d’assainissement collectif Vigneulles-les-Hattonchatel;795 000,00 €;158 950,00 €;19,99%;48.99222;5.717995
78325;Communes;JUMEAUVILLE;Préservation du patrimoine;Travaux de restauration de la nef de l’église Saint-Pierre-ès-Liens;795 997,00 €;325 000,00 €;40,83%;48.912116;1.78872
248400251;EPCI;Communauté d’agglomération du Grand Avignon;Transition écologique;Rénovation de la déchetterie de Courtine;797 966,00 €;279 288,10 €;35,00%;43.90939165280982;4.886830687048137
72180;Communes;MAMERS;Transition écologique;Aménagement de la place Carnot (mise en valeur du patrimoine, végétalisation, mobilité et lutte contre les ilots de chaleurs);800 000,00 €;193 993,00 €;24,25%;48.353137;0.371429
61001;Communes;Alençon;Transition écologique;Création de pistes cyclables et traitement des discontinuités ;800 000,00 €;321 906,40 €;40,24%;48.429859;0.092899
200067965;EPCI;Agglomération de la Région de Compiègne;Résilience Sanitaire;Réalisation de l’assainissement pour la reconversion d’une friche urbaine – Prairie II;800 000,00 €;250 000,00 €;31,25%;49.41779978594962;2.826169723319623
90010;Communes;Belfort;Résilience Sanitaire;Réaménagement du site de l’ex Institut de formation en soins infirmiers;800 000,00 €;200 000,00 €;25,00%;47.640938;6.857469
97304;Communes;KOUROU;Hors thématiques DSIL relance;Réhabilitation de la toiture d’un bâtiment scolaire;800 000,00 €;500 000,00 €;62,50%;5.16186;-52.669736
22259;Communes;Quevert;Transition écologique;Réhabilitation et extension de la salle omnisports – tranche 3 ;800 000,00 €;200 000,00 €;25,00%;48.462743;-2.080692
243500139;EPCI;RENNES METROPOLE;Résilience Sanitaire;Renouvellement réseaux des communes de l'ex-SIAVSI (syndicat Val de Seiche et d'Ise);800 000,00 €;408 000,00 €;51,00%;48.09334346559629;-1.6749926069456473
71141;Communes;Colombier-en-Brionnais;Transition écologique;Réhabilitation et extension de l’école;802 173,00 €;320 869,00 €;40,00%;46.34823;4.33747
62215;Communes;CARVIN;Transition écologique;construction de vestiaires et rénovation d’équipements sportifs stade Cordier;803 944,07 €;337 474,69 €;41,98%;50.48823;2.95165
50260;Communes;Juvigny-les-Vallées;Résilience Sanitaire;Création d’un espace santé ;807 384,00 €;161 477,00 €;20,00%;48.674864;-1.021963
248719312;EPCI;Communauté Urbaine de Limoges;Résilience sanitaire;Desserte assainissement du village de Greignac - commune de Verneuil sur Vienne;808 000,00 €;228 775,00 €;28,31%;45.83387052942382;1.2524077426671776
200069052;EPCI;CA Grand Belfort ;Résilience Sanitaire;Mise en conformité du barrage de l’étang des forges;810 000,00 €;300 000,00 €;37,04%;47.6379936848266;6.861922981456157
200066173;EPCI;CC DAMVILLERS-SPINCOURT;Résilience Sanitaire;Extension de la maison de santé de Spincourt;810 609,00 €;385 847,00 €;47,60%;49.3411587165554;5.399378670240761
200069391;EPCI;Lamballe Terre et Mer;Résilience Sanitaire;Aménagement de la filière boues de la station d’épuration d’Erquy;811 000,00 €;172 134,00 €;21,22%;48.472606908251265;-2.5182095295414206
12;Autres;Conseil départemental Aveyron;Préservation du patrimoine;rénovation des sanitaires et construction d’un préau au collège Marcel Aymard à Millau ;811 248,69 €;300 000,00 €;36,98%;44.34944353324463;2.574315338295253
242320000;EPCI;Communauté de Communes Bénévent/ Grand-Bourg;Résilience sanitaire;Construction d’une maison de santé pluriprofessionnelle au Grand-Bourg;811 812,58 €;81 181,26 €;27,49%;46.16034782;1.644845905
2408;Communes;LAON;Transition écologique;Rénovation de l'éclairage public du rempart Sud;811 896,00 €;324 758,40 €;40,00%;49.5704;3.615286
95127;Communes;CERGY;Transition écologique;Requalification de trois passerelles piétonnes situées entre le tronçon de la ligne de RER L Cergy Saint-Christophe et Cergy Le Haut : Sente Margot, Escapade et Pilets;814 000,00 €;325 600,00 €;40,00%;49.042163;2.046316
242100154;EPCI;CC des vallées de la Tille et de l’Ignon ;Hors thématiques DSIL relance;Construction d’une salle communautaire;814 580,00 €;72 000,00 €;8,84%;47.52126861655924;5.113282041543493
200041762;EPCI;Communauté d’agglomération Rochefort-Océan;Préservation du patrimoine;Travaux de rénovation thermique, de réhabilitation d’un bâtiment situé au sein de l’Arsenal maritime et militaire de Rochefort – destiné Aménagement d’une pépinière d’entreprise au sein de l’Arsenal (tranche 2 du technopôle);815 900,00 €;407 950,00 €;50,00%;45.926898261085086;-0.9518398398961903
200067213;EPCI;Communauté Urbaine du Grand Reims;Transition écologique;Sécurisation de la distribution d’eau potable de l’unité de distribution de Dontrien;816 000,00 €;326 400,00 €;40,00%;49.25520074911033;4.03585403459972
33012;Communes;ARSAC;Transition écologique;Restructuration, réaménagement et extension des écoles primaire et maternelle;819 630,00 €;245 889,00 €;30,00%;44.990538;-0.695201
33439;Communes;Saint-Mariens;Résilience sanitaire;extension du réseau d’assainissement;820 000,00 €;100 040,00 €;12,20%;45.120355;-0.406946
7331;Communes;VALS LES BAINS;Résilience Sanitaire;parc thermal;820 000,00 €;328 000,00 €;40,00%;44.665817;4.364674
35130;Communes;HEDE BAZOUGES ;Transition écologique;Réhabilitation d’une salle de sports (reprise et renforcement de la charpente Pour installation panneaux photovoltaïques, remplacement de la couverture bac acier, création d’une serre bioclimatique, remplacement des menuiseries);821 350,00 €;410 675,00 €;50,00%;48.302681;-1.787205
200071413;EPCI;CA PRIVAS CENTRE ARDECHE;Résilience Sanitaire;travaux d’assainissement et mise en séparatif du réseau d’assainissement avenue jc dupau commune du Pouzin;823 210,95 €;329 284,38 €;40,00%;44.733980473097674;4.600201446611175
33104;Communes;CASTELNAU DE MEDOC;Transition écologique;Aménagement des berges Phase 1 – Création d’un parking multimodal et d’aires de jeux;824 464,00 €;247 339,20 €;30,00%;45.018695;-0.805539
29277;Communes;SIZUN;Transition écologique;aménagement et création d’un réseau de liaisons douces;825 000,00 €;150 000,00 €;18,18%;48.397253;-4.035202
79281;Communes;ST MAXIRE;Préservation du patrimoine;restauration de ponts;828 515,00 €;165 700,00 €;20,00%;46.397089;-0.477498
33505;Communes;LA SAUVE MAJEUR;Transition écologique;Création d’hébergements insolites et création plateforme multimodale sur la base de la réhbilitation d’élémernts du patrimoine ferroviaire;831 611,00 €;350 000,00 €;42,09%;44.761627;-0.315027
2,45E+13;EPCI;Agglomération d’Agen;Transition écologique;Plan lumière;833 333,33 €;333 333,00 €;40,00%;44.20222464248994;0.6138880694273903
243500139;EPCI;RENNES METROPOLE;Transition écologique;Axe vélos Rennes – Chartres de Bretagne;834 000,00 €;407 500,00 €;48,86%;48.09330405198751;-1.6749362803859074
2A228;Communes;Pietrosella;Hors thématiques DSIL relance;Extension du pôle enfance et petite enfance;840 000,00 €;252 000,00 €;30,00%;41.845552;8.797363
42149;Communes;Montrond-les-Bains;Préservation du patrimoine;Réhabilitation, restauration et développement du château;844 568,00 €;253 370,00 €;30,00%;45.646123;4.244922
2A247;Communes;Porto-Vecchio;Transition écologique;Travaux de mise en sécurité et rénovation énergétique de l'EPHAD;847 191,00 €;314 253,00 €;37,09%;41.588872;9.270796
2,1E+13;Communes;Sisteron;Résilience Sanitaire;création d’un centre de santé ;850 000,00 €;474 555,00 €;55,83%;44.20782009875517;5.9454583956286085
200070407;EPCI;Agglo pays d’Issoire;Hors thématiques DSIL relance;création de la zone d’activités de Sainte Agnès au Broc;850 000,00 €;190 000,00 €;22,35%;45.53577387306721;3.250874974715327
95039;Communes;AUVERS-SUR-OISE ;Transition écologique;Travaux de renouvellement de l’éclairage public par un système d’éclairage de type LED et travaux de sécurisation mécanique et électrique de l’éclairage public et des feux tricolores;854 335,36 €;342 000,00 €;40,03%;49.074123;2.15876
3185;Communes;Montluçon;Transition écologique;Réhabilitation de la passerelle de la glacerie dans le cadre du projet de rétablissement de la continuité cyclable Est-Ouest;855 916,00 €;256 774,80 €;30,00%;46.331386;2.614379
69139;Communes;MONTROTTIER;Résilience Sanitaire;Aménagement d’une maison de santé;856 147,97 €;256 845,00 €;30,00%;45.8003655;4.466226
200072072;EPCI;CA Territoires vendômois;Résilience Sanitaire;Extension de la maison de santé pluridisciplinaire de Saint-Amand-Longpré;858 480,00 €;200 000,00 €;23,30%;47.793221816922426;1.0665645892176365
59042;Communes;BACHY;Hors thématiques DSIL relance;Aménagement place et centre bourg;859 659,00 €;171 932,00 €;20,00%;50.54503653;3.264979
240600551;EPCI;Communauté d’agglomération de la Riviera Française;Transition écologique;Réhabilitation d’ouvrages de protection à l’est de la baie du soleil (menton);861 600,00 €;344 640,00 €;40,00%;43.7763065343895;7.501467710538909
200027183;EPCI; Perpignan Méditerranée Métropole Communauté Urbaine;Transition écologique;aménagement du pôle multimodal de la gare et du pôle numérique du Soler – phase 2;861 731,00 €;468 527,00 €;54,37%;42.69601578407973;2.8780103691458585
31116;Communes;Castelginest;Préservation du patrimoine;réhabilitation d’un bâtiment communal pour accueillir l’école de musique;863 401,00 €;300 000,00 €;34,75%;43.695305;1.438359
35173;Communes;MELESSE;Transition écologique;Aménagement du mail du Champ Courtin;868 645,00 €;220 000,00 €;25,33%;48.219365;-1.688582
54474;Communes;Saint-Geneviève;Transition écologique;Assainissement collectif;874 894,00 €;207 626,00 €;23,73%;48.869789;6.118506
38324;Communes;Primarette;Hors thématiques DSIL relance;Construction d’un restaurant scolaire et accessibilité de l’école;876 490,00 €;175 298,00 €;20,00%;45.39888;5.037362
24152;Communes;DOMME ;Préservation du patrimoine;Rénovation du musée des traditions et des arts populaires de Domme et réalisation d’une scénographie pour la mise en valeur du patrimoine non ouvert au public;879 935,00 €;351 974,00 €;40,00%;44.805991;1.231209
62724;Communes;ROUVROY;Hors thématiques DSIL relance;Construction d’un pôle social;880 000,00 €;286 000,00 €;32,50%;50.398005;2.904972
30007;Communes;Alès;Préservation du patrimoine;ACV - parvis médiathèque et ouverture coeur de ville T3;881 743,00 €;352 697,00 €;40,00%;44.125446;4.089287
29006;Communes;BENODET;Préservation du patrimoine;Restauration de la chapelle Sainte-Brigitte de Perguet;882 000,00 €;150 000,00 €;17,01%;47.875604;-4.074268
44215;Communes;VERTOU;Transition écologique;PROJET D’ECO- MOBILITE DES SERVICES MUNICIPAUX DE LA VILLE DE VERTOU;888 444,00 €;150 000,00 €;16,88%;47.155176;-1.467603
31588;Communes;Villeneuve-Tolosane;Préservation du patrimoine;Rénovation de l’école Fernand Bécane;888 568,00 €;266 570,00 €;30,00%;43.526285;1.347859
244400552;EPCI;CC DU PAYS D'ANCENIS;Transition écologique;Aménagement d'un espace entrepreneurial T3;889 465,00 €;500 000,00 €;56,21%;47.364330140935536;-1.1884456217324522
29240;Communes;Rosnoen;Résilience Sanitaire;Construction de la nouvelle station d’épuration avec conduite de transfert;890 606,00 €;150 042,00 €;16,85%;48.2759582;-4.2076282
89024;Communes;Auxerre;Hors thématiques DSIL relance;Travaux de rénovation et de mise en valeur de la tour de l’Horloge – tranche 2;890 695,00 €;172 083,00 €;19,32%;47.790596;3.579685
200057941;EPCI;EPT Paris Est Marne et Bois  ;Transition écologique;Création d’une éco déchetterie-recyclerie avec un quai fluvial à Bonneuil-sur-Marne (travaux, aménagements, véhicules et matériel);891 000,00 €;445 500,00 €;50,00%;48.818860456206274;2.4631607877329174
200041572;EPCI;Communauté de communes Isle Loue Auvézère en Périgord;Transition écologique;Rénovation du gymnase de Coulaures;893 300,00 €;304 782,09 €;34,12%;45.40033952300951;1.2040837584316737
86027;Communes;Biard;Transition écologique;Travaux d'extension, restructuration et rénovation énergétique du foyer Guillaume d'Aquitaine;893 861,00 €;130 080,00 €;14,55%;46.582694;0.287148
245400601;EPCI;CC du Bassin de Pompey;Résilience Sanitaire;Aménagements cyclables provisoires et permanents;897 144,00 €;358 857,00 €;40,00%;48.77086497564096;6.1327278894529496
200070308;EPCI;CA Mâconnais Beaujolais Agglomération ;Résilience Sanitaire;Mise aux normes de la  station d’épuration de Péronne;899 737,00 €;359 895,00 €;40,00%;46.31445948531623;4.837448301726959
19023;Communes;BEYNAT;Transition écologique;Création d’un réseau de chaleur (chaufferie biomasse);900 000,00 €;185 000,00 €;20,56%;45.123597;1.75984
200067478;EPCI;Communauté de communes Comtal Lot et Truyère;Résilience Sanitaire;création d’une maison de santé pluridiscipinaire à Saint Côme d’Olt;900 000,00 €;280 000,00 €;31,11%;44.52043361960342;2.758246290210584
31042;Communes;Bagnères de Luchon;Préservation du patrimoine;mise aux normes du bâtiment des thermes avant DSP;900 000,00 €;430 000,00 €;47,78%;42.791683;0.589935
35123;Communes;GOVEN;Résilience Sanitaire;Réalisation d’une maison de santé pluriprofessionnelle;901 087,64 €;220 000,00 €;24,41%;48.01005187454;-1.837983
93066;Communes;SAINT-DENIS;Transition écologique;"Création de trois îlots de fraîcheur urbain au sein du groupe scolaire Langevin et travaux de peinture sur les sols des cours de la maternelle le Rouillon et du groupe scolaire Pina Baush.

";907 476,00 €;362 000,00 €;39,89%;48.92613;2.362457
76157;Communes;CANTELEU;Hors thématiques DSIL relance;Réhabilitation du groupe scolaire Flaubert;908 743,00 €;86 330,59 €;9,50%;49.432852;1.028056
91044;Communes;BALLAINVILLIERS;Transition écologique;Travaux d’extension du groupe scolaire des Haut Frenais : construction de 8 nouvelles classes et aménagement de deux cours de récréation écologiques dans une démarche de haute qualité environnementale (détecteurs de mouvement, interrupteurs crépusculaires, travaux d’étanchéité);909 000,00 €;200 000,00 €;22,00%;48.672089;2.291903
240600551;EPCI;Communauté d’agglomération de la Riviera Française;Transition écologique;Réhabilitation d’ouvrage de protection de la baie de carnoles (rcm);914 263,00 €;274 279,05 €;30,00%;43.776406503729945;7.501320723431267
200087278;EPCI;Syndicat Mixte Eaux Marensin Maremne Adour;Résilience sanitaire;Réhabilitation réseaux quartier Grand Tourren, à ST Vincent de Tyrosse;917 012,00 €;183 402,00 €;20,00%;43.66476365131276;-1.2851105258574052
56176;Communes;Pluneret;Transition écologique;Réalisation d'itinéraires cyclables;918 289,00 €;158 463,00 €;17,26%;47.672257;-2.940195
93014;Communes;CLICHY-SOUS-BOIS;Résilience sanitaire;Acquisition et rénovation d'un bâtiment, sis 15 allée Coubron, pour la structuration d'un pôle d'action sociale et de santé (gros œuvre, électricité, plomberie, serrurerie, peinture, installation d’un élévateur pour personne à mobilité réduite).;919 404,00 €;100 000,00 €;10,88%;48.906451;2.539534
64371;Communes;MAULEON;Transition écologique;Aménagement d’un terrain de football bio-synthétique;920 000,00 €;276 000,00 €;30,00%;43.222286;-0.890234
91206;Communes;LA FERTE-ALAIS;Transition écologique;Travaux d’aménagement d’un axe d’une circulation douce qui traverse la ville et sécurisation des accès de la gare au centre-ville, dans le cadre d’un Plan vélo « Coeur de ville » en trois phases de travaux : Place Carnot, rue André Branche et Place de la Libération (phase 1), rue Augustin Bellard au début de la rue Notre-Dame (phase 2) et avenue Général Leclerc et début de la rue André Branche (phase 3);920 000,00 €;460 000,00 €;50,00%;48.481793;2.356209
5132;Communes;Saint-Bonnet;Transition écologique;Travaux de rénovation thermique du petit gymnase;921 284,00 €;276 385,20 €;30,00%;44.688163;6.091089
59289;Communes;HAUSSY;Résilience Sanitaire;Création d’une maison de santé;921 560,67 €;142 156,00 €;15,43%;50.219963;3.483723
76289;Communes;SAINT MARTIN DE L'IF;Transition écologique;Construction d'un atelier municipal (utilisation de paille, intal panneaux photovoltaiques);924 328,00 €;277 298,40 €;30,00%;49.568394;0.806209
200071868;EPCI;VALLEES DU HAUT ANJOU;Transition écologique;Construction d’une maison France Services au Louroux Béconnais;926 700,00 €;518 200,00 €;55,92%;47.627079734754545;-0.7133272451860927
200070852;EPCI;Communauté de communes Usses et Rhône (CCUR);Résilience Sanitaire;Construction d’une maison médicale à Seyssel;927 500,00 €;200 000,00 €;21,56%;46.01961895727684;5.929938399693101
240600551;EPCI;Communauté d’agglomération de la Riviera Française;Résilience Sanitaire;Réfection du réseau d’EU et d’EP rue Pietra Scritta (Menton);929 207,03 €;614 020,00 €;66,08%;43.77639007032704;7.50142314047978
200066892;EPCI;Communauté de communes Vendeuvre-Soulaines;Résilience Sanitaire;Equipement structurant de santé validé par un projet de soin approuvé par l'ARS sur la commune de La Villeneuve au Chêne ;932 000,00 €;139 800,00 €;15,00%;48.37211864506067;4.700376751345325
31555;Communes;Toulouse;Résilience Sanitaire;Développement du pôle associatif Ozyris en coeur de quartier;934 472,00 €;387 000,00 €;41,41%;43.603746;1.434497
62667;Communes;LE PORTEL;Transition écologique;1-Sécurisation et mise aux normes du pont Saint-André;939 845,00 €;60 000,00 €;23,38%;50.712269;1.57873
62667;Communes;LE PORTEL;Préservation du patrimoine;Sécurisation et mise aux normes du pont Saint-André;939 845,00 €;159 773,65 €;17,00%;50.7122677;1.57873
a860800077;Autres;SEM;Transition écologique;Réaménagement du centre-bourg de Haute-Goulaine;940 250,00 €;250 000,00 €;26,59%;47.19933034729776;-1.4288671504852988
62774;Communes;SANGATTE;Hors thématiques DSIL relance;Construction équipement sportif.;941 960,00 €;60 285,44 €;6,40%;50.954448;1.791541
53201;Communes;SAINT-BERTHEVIN;Transition écologique;rénovation thermique du centre des rencontres;943 820,00 €;94 400,00 €;10,00%;48.066114;-0.824676
84054;Communes;L’ISLE SUR LA SORGUE;Transition écologique;Création d’un établissement cinématographique « haute qualité environnementale »;945 000,00 €;378 000,00 €;40,00%;43.917925;5.050765
86066;Communes;Châtellerault;Transition écologique;Rénovation thermique et énergétique dans un centre de loisirs;947 258,00 €;200 000,00 €;21,11%;46.816281;0.550654
200069953;EPCI;CC des Portes Euréliennes d'Ile de France;Résilience Sanitaire;Mise en séparatif du bassin versant du Jeu de Paume à Béville le comte;947 884,00 €;223 700,00 €;23,60%;48.60923381731601;1.6766548343759071
c26300000000000;Communes;CCAS de Plonevez du Faou;Résilience Sanitaire;Travaux de rénovation énergétique du bâtiment, aménagement fonctionnel, extension et mise aux normes du salon funéraire de l’EHPAD du Pays Dardoup;948 500,00 €;150 000,00 €;15,81%;48.25151104870209;-3.827938245974527
249720061;EPCI;CA du centre de la Martinique /ODYSSI;Hors thématiques DSIL relance;Réalisation de travaux prévus par le programme d’actions élaboré dans le cadre du plan d’urgence eau;950 000,00 €;185 250,00 €;19,50%;14.604608772228067;-61.04341490188298
78160;Communes;CHEVREUSE;Transition écologique;Travaux de renouvellement de l’éclairage public et de la signalisation tricolore sur le territoire communal, avec des systèmes d’éclairages de type LED;955 057,75 €;500 000,00 €;52,35%;48.706693;2.037211
30229;Communes;Saint André de Majencoules;Résilience Sanitaire;création d’une maison en partage avec un espace médicalisé ;959 000,00 €;383 600,00 €;40,00%;44.025519;3.678103
32;Autres;Conseil départemental du Gers;Préservation du patrimoine;aménagement du centre culturel départemental de l’abbaye de Flaran;959 298,00 €;383 719,00 €;40,00%;43.64151053244839;0.600946651683601
200060457;EPCI;CADEMA;Transition écologique;Amélioration de la mobilité piétonne en centre ville de Mamoudzou;959 630,00 €;382 852,00 €;39,90%;-12.780072410812979;45.2325795
35221;Communes;PLECHATEL;Transition écologique;Transfert de la Mairie dans un bâtiment réhabilité ;959 918,08 €;110 872,80 €;21,22%;47.876538;-1.725568
200069425;EPCI;Communauté d’agglomération Mont Saint-Michel Normandie;Hors thématiques DSIL relance;Réalisation d’un plan d’eau pour le kayak polo;960 040,00 €;480 020,00 €;50,00%;48.68526842166538;-1.3515059054618292
21607;Communes;Seurre;Préservation du patrimoine;Requalification du quai nord;962 809,00 €;154 000,00 €;15,99%;46.998451;5.151324
69008;Communes;Ancy;Transition écologique;Rénovation et aménagement de la salle des fêtes;964 000,00 €;433 800,00 €;45,00%;45.833558;4.515313
59281;Communes;HANTAY;Résilience Sanitaire;Transformation d’un corps de ferme en maison médicale;967 286,00 €;420 055,00 €;43,43%;50.537684;2.872051
29019;Communes;BREST;Transition écologique;Rénovation thermique transition énergétique et mise en  sécurité des bâtiments;967 333,73 €;350 000,00 €;46,52%;48.406567;-4.496254
253302046;EPCI;SIAEP et Assainissement Castelanu de Medoc;Résilience sanitaire;Collecte des eaux usées Listrac Medoc secteur Barbat;975 000,00 €;292 500,00 €;30,00%;45.02614111783049;-0.7970682327210541
a385402557;Autres;SA ARQUES;Hors thématiques DSIL relance;réaménagement du village de vacances d’Arques;975 000,00 €;200 000,00 €;20,51%;50.73429814328526;2.2974639757556305
37015;Communes;Azay sur Cher;Transition écologique;Extension et réhabilitation du complexe Revaux Foucher (phase 1 – 2020 : réhabilitation du gymnase avec installation de panneaux photovoltaïques;976 699,65 €;189 371,00 €;19,39%;47.334416;0.838799
62113;Communes;BERLES-MONCHEL;Préservation du patrimoine;Restauration de l’église;981 510,37 €;177 672,97 €;18,10%;50.346508;2.534184
246201016;EPCI;Communauté de Communes du Pays de Lumbres;Transition écologique;liaison cyclable structurante  de SETQUES à ESQUERDES et de LUMBRES à ACQUIN-WESTBECOURT;984 776,67 €;112 500,00 €;11,42%;50.70603170420338;2.1100896026791003
2,18E+13;Communes;Grimaud;Transition écologique;Travaux de reconstruction du patrimoine (remplacement par luminaires LED, remplacement supports vétustes, mise en conformité des armoires électriques, reconstruction réseaux BT);988 410,00 €;395 364,00 €;40,00%;43.27215512447219;6.552212229058396
62770;Communes;Saint Venant;Préservation du patrimoine;Requalification urbaine et paysagère des abords de l’ancien hospice;991 166,50 €;297 349,95 €;30,00%;50.620797;2.524064
258400654;EPCI;Syndicat mixte des eaux  Durance Ventoux;Résilience Sanitaire;Interconnexion du réseau d’eau potable du plateau de Sault depuis le réseau du syndicat Durance-Ventoux – volet 1 (construction d’une station de pompage, création de canalisations de liaison, construction d’un réservoir);993 000,00 €;387 965,10 €;39,07%;43.79916737270761;5.05359831059906
15014;Communes;AURILLAC;Préservation du patrimoine;Mise en valeur du site patrimonial de Saint Géraud - volet 1;995 193,00 €;400 000,00 €;40,19%;44.919795;2.437666
89025;Communes;Avallon;Préservation du patrimoine;Travaux de restauration de la Chapelle et de la sacristie sud de la collégiale Saint-Lazare;995 395,00 €;796 316,00 €;80,00%;47.487441;3.916565
248719312;EPCI;Communauté Urbaine de Limoges;Transition écologique;Acquisition de navettes électriques;1 000 000,00 €;200 000,00 €;20,00%;45.83383128419762;1.252512348522797
245900410;EPCI;Métropole européenne de Lille;Transition écologique;"Acquisition d'un bateau de plaisance électrique pour les trajets vers et depuis le jardin Mosaïc à Houplin Ancoisne (stratégie de territoire ""gardiennes de l'eau)";1 000 000,00 €;400 000,00 €;40,00%;50.63080152473107;3.078263489139658
12202;Communes;Rodez;Préservation du patrimoine;Aménagement du quartier du sacré Coeur – 1ère phase;1 000 000,00 €;300 000,00 €;30,00%;44.359273;2.566727
242900074;EPCI;CC Pays d’Iroise;Résilience Sanitaire;création d’un assainissement collectif à Lanfeust;1 000 000,00 €;140 000,00 €;14,00%;48.47004120664737;-4.646121188483626
200011773;EPCI;CA Annemasse-les Voirons-Agglomération;Transition écologique;Création d’un pôle d’enseignement supérieur;1 000 000,00 €;300 000,00 €;30,00%;46.1962273162073;6.23157874775747
45282;Communes;Saint Hilaire Saint Mesmin;Hors thématiques DSIL relance;création d'un complexe sportif et associatif;1 000 000,00 €;272 556,00 €;27,26%;47.852443;1.831573
244500468;EPCI;Orléans métropole;Hors thématiques DSIL relance;Création d'une déchetterie nouvelle génération à St Pryvé St Mesmin;1 000 000,00 €;500 000,00 €;50,00%;47.90397714852675;1.9179153121884234
74169;Communes;Marnaz;Transition écologique;extension de l’école élémentaire des sages;1 000 000,00 €;400 000,00 €;40,00%;46.063271;6.527121
33122;Communes;CESTAS;Résilience sanitaire;Réalisation d’un nouveau Clarificateur – STEP de Mano à Cestas;1 000 000,00 €;300 000,00 €;30,00%;44.73743546;-0.705264
74063;Communes;Chatel;Transition écologique;Réhabilitation d’un hôtel en logement pour saisonnier;1 000 000,00 €;150 000,00 €;15,00%;46.255656;6.818063
56057;Communes;LE FAOUËT;Résilience Sanitaire;Réhabilitation de la station d'épuration communale;1 000 000,00 €;500 000,00 €;50,00%;48.047972;-3.500159
35360;Communes;VITRE ;Transition écologique;Rénovation du parc des expositions;1 000 000,00 €;350 000,00 €;35,00%;48.117899;-1.196848
31483;Communes;Saint-Gaudens;Préservation du patrimoine;requalification de la salle du Pilat en gymnase ;1 000 000,00 €;300 000,00 €;30,00%;43.120066;0.727303
